iso3,year,start_date,new_displacement,hazard_type_name
CHN,2017,2017-07-19,249000,Flood
PHL,2017,2017-05-05,320925,Flood
KHM,2017,2017-04-21,460,Storm
CHN,2017,2017-07-25,191000,Storm
PHL,2017,2017-07-25,1849,Storm
BGD,2017,2017-07-22,1500,Mass Movement
CHN,2017,2017-09-07,200000,Storm
JPN,2017,2017-09-07,366,Storm
IDN,2017,2017-02-05,36092,Flood
CHN,2017,2017-06-22,546500,Flood
CHN,2017,2017-08-02,192200,Flood
CHN,2023,2023-08-24,1086600,Storm
PHL,2017,2017-01-15,518485,Flood
CHN,2017,2017-10-11,419682,Storm
HKG,2017,2017-10-11,202,Storm
PHL,2017,2017-10-11,6392,Storm
NPL,2017,2017-08-11,380963,Flood
BGD,2017,2017-05-28,477669,Storm
IND,2017,2017-05-28,235,Storm
MMR,2017,2017-05-28,21160,Storm
LKA,2017,2017-08-26,60,Wildfire
IND,2017,2017-06-01,1343879,Flood
JPN,2017,2017-10-15,11019,Storm
PHL,2017,2017-10-15,130384,Storm
CHN,2017,2017-04-17,26,Mass Movement
KOR,2017,2017-07-17,517,Flood
KHM,2017,2017-10-02,1380,Flood
IDN,2017,2017-06-13,9914,Flood
MYS,2017,2017-01-20,15000,Flood
CHN,2017,2017-05-11,10000,Earthquake
IDN,2017,2017-02-19,8201,Flood
CHN,2017,2017-06-15,7400,Flood
CHN,2017,2017-06-17,200,Storm
CHN,2017,2017-05-07,7400,Flood
IDN,2017,2017-06-06,300,Flood
VNM,2017,2017-08-02,2963,Flood
IDN,2017,2017-01-26,50,Flood
IDN,2017,2017-06-03,2104,Flood
IDN,2017,2017-04-04,2000,Flood
PHL,2017,2017-12-22,434504,Storm
VNM,2017,2017-12-22,430703,Storm
IDN,2017,2017-02-01,1277,Storm
CHN,2017,2017-08-02,400,Flood
CHN,2017,2017-06-03,36100,Flood
CHN,2017,2017-06-28,18000,Flood
CHN,2017,2017-08-24,14600,Storm
PHL,2017,2017-08-24,8201,Storm
IDN,2017,2017-03-26,4500,Flood
IDN,2017,2017-05-03,4104,Storm
CHN,2017,2017-09-19,3500,Storm
CHN,2017,2017-04-16,3300,Flood
IDN,2017,2017-05-29,1073,Earthquake
IDN,2017,2017-01-13,960,Flood
CHN,2017,2017-08-11,2855,Storm
IDN,2017,2017-04-17,10,Storm
MYS,2017,2017-03-20,378,Flood
IDN,2017,2017-01-17,370,Storm
CHN,2017,2017-06-24,405,Mass Movement
IDN,2017,2017-01-01,200,Flood
CHN,2017,2017-03-09,200,Mass Movement
CHN,2017,2017-08-03,300,Flood
CHN,2017,2017-11-18,11000,Earthquake
IDN,2017,2017-04-11,170,Flood
CHN,2017,2017-05-19,100,Storm
MYS,2018,2018-10-24,111,Flood
MYS,2018,2018-01-01,423,Flood
MYS,2018,2018-01-01,2667,Flood
MYS,2018,2018-01-02,10504,Flood
IDN,2018,2018-11-16,155,Flood
IDN,2018,2018-11-16,570,Flood
IDN,2018,2018-11-17,2103,Flood
IDN,2018,2018-11-21,74,Flood
MYS,2018,2018-11-19,1081,Flood
MYS,2018,2018-12-12,17,Flood
MYS,2018,2018-06-04,152,Flood
PHL,2018,2018-11-27,351,Mass Movement
MYS,2018,2018-01-02,942,Flood
CHN,2018,2018-01-01,3500,Extreme Temperature
IDN,2018,2018-01-03,5435,Flood
IDN,2018,2018-01-07,52,Mass Movement
MYS,2018,2018-01-06,29,Flood
MYS,2018,2018-01-01,117,Flood
MYS,2018,2018-01-03,25,Flood
IDN,2018,2018-01-03,215,Flood
MYS,2018,2018-12-13,15,Mass Movement
MYS,2018,2018-12-13,1675,Flood
MYS,2018,2018-12-13,439,Flood
MYS,2018,2018-05-27,776,Flood
CHN,2018,2018-07-07,101000,Storm
MYS,2018,2018-10-08,375,Flood
CHN,2018,2017-08-19,44917,Storm
MYS,2018,2018-12-13,50,Flood
IDN,2018,2018-02-20,2149,Flood
IDN,2018,2018-02-16,662,Mass Movement
MYS,2018,2018-05-27,1343,Flood
PHL,2018,2018-01-13,91055,Volcanic activity
MYS,2018,2018-02-01,6082,Flood
PAK,2018,2018-01-31,11,Earthquake
MMR,2018,2018-05-03,1095,Storm
IDN,2018,2018-02-12,1000,Flood
MYS,2018,2018-01-24,482,Flood
IDN,2018,2018-02-23,94,Flood
CHN,2018,2018-01-24,36620,Storm
IDN,2018,2018-02-26,4580,Flood
CHN,2018,2018-03-15,100,Flood
IDN,2018,2018-02-16,4599,Mass Movement
IDN,2018,2018-02-05,6532,Flood
MYS,2018,2018-01-11,1395,Flood
MYS,2018,2018-01-11,1457,Flood
MYS,2018,2018-01-11,168,Flood
MYS,2018,2018-01-11,20,Flood
MYS,2018,2018-01-13,97,Flood
MYS,2018,2018-01-20,61,Flood
MYS,2018,2018-01-21,29,Flood
MYS,2018,2018-01-21,17,Flood
MYS,2018,2018-01-23,46,Flood
MYS,2018,2018-01-25,31,Flood
IDN,2018,2018-02-05,59,Mass Movement
IDN,2018,2018-01-23,3826,Earthquake
IDN,2018,2018-02-01,93,Flood
IDN,2018,2018-02-12,200,Flood
PHL,2018,2018-01-14,26466,Flood
PHL,2018,2018-01-15,170,Mass Movement
PHL,2018,2018-02-03,260,Flood
PHL,2018,2018-01-01,47089,Storm
CHN,2018,2018-03-04,6000,Storm
IDN,2018,2018-02-21,984,Mass Movement
IDN,2018,2018-02-07,231,Mass Movement
IDN,2018,2018-03-05,4199,Flood
JPN,2018,2018-02-03,5,Extreme Temperature
MYS,2018,2018-03-02,97,Flood
MYS,2018,2018-03-02,284,Flood
PHL,2018,2018-02-11,148538,Storm
THA,2018,2018-03-21,64,Storm
MYS,2018,2018-05-27,7,Flood
MYS,2018,2018-12-17,746,Flood
IDN,2018,2018-03-26,9,Mass Movement
PAK,2018,2018-03-14,16,Mass Movement
IDN,2018,2018-03-08,7,Mass Movement
IDN,2018,2018-03-11,3139,Flood
IDN,2018,2018-03-13,137,Flood
IDN,2018,2018-03-15,144,Flood
IDN,2018,2018-02-01,7,Storm
IDN,2018,2018-03-22,1000,Flood
IDN,2018,2018-03-22,178,Volcanic activity
PHL,2018,2018-03-15,147,Earthquake
IDN,2018,2018-02-02,85,Storm
IDN,2018,2018-02-02,22,Mass Movement
IDN,2018,2018-02-04,1983,Flood
IDN,2018,2018-01-17,37,Storm
IDN,2018,2018-02-04,4,Mass Movement
IDN,2018,2018-04-12,220,Flood
IDN,2018,2018-04-07,37,Flood
IDN,2018,2018-04-12,36,Storm
IDN,2018,2018-04-13,52,Flood
JPN,2018,2018-04-09,100,Earthquake
JPN,2018,2018-04-11,2,Mass Movement
MMR,2018,2018-04-08,18,Storm
THA,2018,2018-04-12,64,Storm
MMR,2018,2018-04-15,166,Storm
MMR,2018,2018-05-06,101,Storm
IDN,2018,2018-01-02,33,Mass Movement
IDN,2018,2018-01-31,357,Storm
IDN,2018,2018-01-19,11,Mass Movement
IDN,2018,2018-02-08,315,Flood
MYS,2018,2018-05-29,1359,Flood
THA,2018,2018-04-06,416,Storm
THA,2018,2018-04-06,64,Storm
KHM,2018,2018-04-23,92,Storm
IDN,2018,2018-01-04,74,Storm
IDN,2018,2018-01-17,70,Storm
IDN,2018,2018-02-08,7,Earthquake
IDN,2018,2018-02-01,74,Storm
IDN,2018,2018-02-09,967,Flood
IDN,2018,2018-02-01,70,Storm
MYS,2018,2018-05-30,59,Flood
IDN,2018,2018-02-04,4,Storm
IDN,2018,2018-01-30,56,Storm
IDN,2018,2018-02-02,89,Storm
IDN,2018,2018-02-02,22,Flood
IDN,2018,2018-02-09,243,Flood
IDN,2018,2018-02-15,48,Storm
CHN,2018,2018-05-13,4,Mass Movement
IDN,2018,2018-01-01,10007,Flood
IDN,2018,2018-01-08,15,Mass Movement
IDN,2018,2018-01-11,4,Storm
IDN,2018,2018-01-02,106,Flood
IDN,2018,2018-01-01,60,Mass Movement
IDN,2018,2018-01-05,7,Mass Movement
IDN,2018,2018-01-10,41,Storm
IDN,2018,2018-01-10,1650,Flood
IDN,2018,2018-01-11,7,Storm
IDN,2018,2018-01-13,7,Mass Movement
IDN,2018,2018-01-09,65,Flood
IDN,2018,2018-01-12,48,Storm
MYS,2018,2018-05-30,182,Flood
IDN,2018,2018-01-15,26,Storm
IDN,2018,2018-02-06,4,Storm
IDN,2018,2018-02-05,104,Mass Movement
IDN,2018,2018-02-08,10,Storm
IDN,2018,2018-02-11,553,Flood
CHN,2018,2018-05-05,8100,Flood
IDN,2018,2018-02-15,27,Storm
IDN,2018,2018-01-19,7,Storm
IDN,2018,2018-01-31,4,Mass Movement
IDN,2018,2018-01-18,48,Storm
IDN,2018,2018-01-15,76,Flood
IDN,2018,2018-01-29,4,Mass Movement
IDN,2018,2018-01-22,4,Mass Movement
IDN,2018,2018-01-25,52,Flood
IDN,2018,2018-04-27,592,Flood
IDN,2018,2018-04-18,3506,Earthquake
IDN,2018,2018-04-23,148,Storm
IDN,2018,2018-04-17,352,Flood
IDN,2018,2018-04-18,67,Storm
IDN,2018,2018-04-18,93,Storm
PHL,2018,2018-04-30,73,Storm
IDN,2018,2018-04-20,215,Storm
IDN,2018,2018-04-23,500,Flood
LKA,2018,2018-06-09,54,Storm
MYS,2018,2018-04-21,27,Flood
THA,2018,2018-05-09,147,Storm
THA,2018,2018-04-23,726,Storm
IDN,2018,2018-02-27,30,Storm
IDN,2018,2018-02-15,44,Storm
IDN,2018,2018-02-19,15,Storm
IDN,2018,2018-02-15,7,Storm
IDN,2018,2018-02-15,44,Storm
IDN,2018,2018-02-23,4,Flood
IDN,2018,2018-02-20,2365,Flood
IDN,2018,2018-02-22,633,Flood
IDN,2018,2018-02-15,11,Flood
IDN,2018,2018-02-19,541,Mass Movement
IDN,2018,2018-01-26,15,Storm
IDN,2018,2018-03-10,120,Flood
IDN,2018,2018-03-03,11,Flood
LKA,2018,2018-08-02,46,Storm
NPL,2018,2018-06-10,4,Flood
CHN,2018,2018-05-15,100,Flood
CHN,2018,2018-04-19,3600,Flood
CHN,2018,2018-05-05,600,Flood
CHN,2018,2018-05-07,1000,Flood
LKA,2018,2018-05-18,75013,Flood
PHL,2018,2018-06-02,199710,Flood
BGD,2018,2018-06-12,6000,Flood
LKA,2018,2018-05-12,30,Mass Movement
BGD,2018,2018-04-15,294,Storm
IND,2018,2018-05-06,23000,Flood
IND,2018,2018-05-13,200,Storm
BGD,2018,2018-03-30,168,Storm
IDN,2018,2018-05-23,337,Storm
BGD,2018,2018-06-15,176,Flood
LKA,2018,2018-05-02,18,Storm
MYS,2018,2018-03-28,117,Flood
MYS,2018,2018-04-15,31,Flood
LKA,2018,2018-05-07,207,Mass Movement
KHM,2018,2018-06-25,2438,Storm
NPL,2018,2018-06-14,4,Mass Movement
KHM,2018,2018-05-26,92,Storm
MYS,2018,2018-04-24,146,Flood
CHN,2018,2018-05-15,800,Storm
CHN,2018,2018-05-15,1400,Storm
CHN,2018,2018-05-20,6400,Storm
NPL,2018,2018-06-15,4,Storm
MYS,2018,2018-05-27,139,Flood
MYS,2018,2018-05-27,804,Flood
IDN,2018,2018-05-23,160,Flood
IDN,2018,2018-05-11,8890,Volcanic activity
IDN,2018,2018-05-21,660,Volcanic activity
IDN,2018,2018-05-02,369,Flood
IDN,2018,2018-05-15,30,Flood
IDN,2018,2018-05-19,240,Flood
IDN,2018,2018-05-21,37,Flood
IDN,2018,2018-05-23,1012,Flood
IDN,2018,2018-05-30,123,Flood
CHN,2018,2018-05-21,800,Flood
THA,2018,2018-05-21,6,Storm
KOR,2018,2018-02-12,49,Wildfire
MMR,2018,2018-06-01,268438,Flood
VNM,2018,2018-05-09,22,Storm
VNM,2018,2018-05-21,109,Mass Movement
LKA,2018,2018-08-13,472,Mass Movement
PAK,2018,2018-06-04,134,Storm
NPL,2018,2018-06-15,4,Mass Movement
CHN,2018,2018-05-17,200,Storm
CHN,2018,2018-05-04,100,Storm
CHN,2018,2018-05-28,100,Flood
CHN,2018,2018-05-29,4677,Earthquake
CHN,2018,2018-05-20,100,Storm
CHN,2018,2018-05-17,7000,Storm
CHN,2018,2018-06-03,50,Storm
MYS,2018,2018-06-04,51,Flood
MYS,2018,2018-06-04,36,Flood
IDN,2018,2018-05-29,200,Flood
IDN,2018,2018-06-01,700,Volcanic activity
IDN,2018,2018-05-31,70,Storm
MYS,2018,2018-06-01,57,Flood
IND,2018,2018-05-31,9,Wildfire
NPL,2018,2018-06-15,4,Mass Movement
THA,2018,2018-06-05,45,Storm
CHN,2018,2018-06-17,2700,Storm
IND,2018,2018-05-29,1967258,Flood
NPL,2018,2018-06-16,4,Flood
LKA,2018,2018-06-17,53,Storm
PAK,2018,2018-06-10,112,Flood
CHN,2018,2018-06-02,141800,Storm
VNM,2018,2018-06-02,7,Storm
LKA,2018,2018-06-10,35,Storm
LKA,2018,2018-06-07,7,Storm
CHN,2018,2018-06-12,300,Storm
CHN,2018,2018-06-13,100,Storm
IDN,2018,2018-06-15,318,Earthquake
IDN,2018,2018-06-13,93,Earthquake
LKA,2018,2018-06-07,4,Storm
PHL,2018,2018-06-05,1548,Storm
JPN,2018,2018-06-19,1000,Storm
VNM,2018,2018-06-12,36,Mass Movement
VNM,2018,2018-06-08,4,Storm
BGD,2018,2018-06-12,12405,Flood
LKA,2018,2018-06-08,11,Storm
NPL,2018,2018-06-16,4,Mass Movement
LKA,2018,2018-06-11,81,Storm
LKA,2018,2018-06-09,14,Storm
NPL,2018,2018-06-16,4,Mass Movement
LKA,2018,2018-08-14,46,Storm
BGD,2018,2018-09-05,11357,Flood
IDN,2018,2018-06-22,150,Flood
CHN,2018,2018-06-17,12500,Storm
NPL,2018,2018-06-17,13,Mass Movement
LKA,2018,2018-07-02,95,Storm
NPL,2018,2018-06-20,4,Mass Movement
IDN,2018,2018-10-19,11,Flood
CHN,2018,2018-06-17,19100,Storm
NPL,2018,2018-06-23,4,Flood
MYS,2018,2018-10-24,73,Flood
BGD,2018,2018-06-01,2478,Mass Movement
NPL,2018,2018-04-28,4,Storm
NPL,2018,2018-07-01,200,Mass Movement
NPL,2018,2018-06-27,34,Mass Movement
MMR,2018,2018-03-15,5,Storm
CHN,2018,2018-06-17,2200,Storm
CHN,2018,2018-06-20,2500,Storm
CHN,2018,2018-06-21,1500,Storm
JPN,2018,2018-06-18,2676,Earthquake
NPL,2018,2018-06-25,9,Mass Movement
PHL,2018,2018-07-13,14700,Flood
IDN,2018,2018-06-25,4,Flood
CHN,2018,2018-06-29,100,Storm
CHN,2018,2018-06-21,19200,Storm
CHN,2018,2018-06-25,200,Storm
CHN,2018,2018-06-25,1600,Storm
CHN,2018,2018-06-28,2200,Storm
CHN,2018,2018-06-28,100,Storm
CHN,2018,2018-07-01,2800,Storm
CHN,2018,2018-07-01,11100,Storm
NPL,2018,2018-04-29,4,Storm
NPL,2018,2018-06-26,9,Mass Movement
NPL,2018,2018-06-28,34,Flood
IDN,2018,2018-06-27,2731,Volcanic activity
NPL,2018,2018-05-02,4,Storm
IDN,2018,2018-07-05,34,Flood
IDN,2018,2018-06-21,200,Flood
IDN,2018,2018-06-22,81,Flood
NPL,2018,2018-07-04,43,Flood
IDN,2018,2018-07-05,322,Storm
IDN,2018,2018-07-06,135,Flood
IDN,2018,2018-07-07,143,Wildfire
MMR,2018,2018-04-09,5,Storm
MYS,2018,2018-06-24,53,Flood
NPL,2018,2018-05-07,4,Storm
NPL,2018,2018-06-26,4,Mass Movement
MYS,2018,2018-07-02,26,Flood
NPL,2018,2018-05-09,4,Storm
NPL,2018,2018-06-26,4,Flood
VNM,2018,2018-06-24,634,Flood
NPL,2018,2018-05-09,4,Storm
LKA,2018,2018-07-08,7,Storm
PHL,2018,2018-06-30,16584,Flood
NPL,2018,2018-05-13,4,Storm
NPL,2018,2018-05-14,4,Storm
NPL,2018,2018-05-14,17,Mass Movement
LKA,2018,2018-07-11,39,Storm
NPL,2018,2018-05-14,17,Storm
NPL,2018,2018-07-11,26,Flood
NPL,2018,2018-05-14,4,Storm
KHM,2018,2018-07-14,1380,Flood
NPL,2018,2018-05-19,4,Storm
MNG,2018,2018-07-03,799,Flood
NPL,2018,2018-03-12,4,Storm
MNG,2018,2018-07-14,3331,Flood
NPL,2018,2018-07-14,172,Flood
NPL,2018,2018-07-12,20,Flood
NPL,2018,2018-05-28,4,Flood
NPL,2018,2018-01-23,4,Storm
NPL,2018,2018-03-04,4,Storm
NPL,2018,2018-04-04,4,Flood
NPL,2018,2018-03-30,4,Storm
NPL,2018,2018-03-30,4,Storm
NPL,2018,2018-03-30,4,Storm
NPL,2018,2018-04-05,4,Storm
NPL,2018,2018-04-18,9,Storm
NPL,2018,2018-04-20,4,Flood
NPL,2018,2018-05-06,1122,Storm
NPL,2018,2018-07-12,3000,Mass Movement
MMR,2018,2018-04-17,9,Storm
IND,2018,2018-02-23,80,Wildfire
MMR,2018,2018-01-02,3,Mass Movement
MMR,2018,2018-03-22,5,Mass Movement
CHN,2018,2018-07-03,517800,Storm
CHN,2018,2018-07-15,400,Storm
CHN,2018,2018-07-13,100,Storm
CHN,2018,2018-07-07,30000,Flood
IDN,2018,2018-07-10,594,Flood
MMR,2018,2018-02-01,144,Mass Movement
MMR,2018,2018-02-02,1278,Mass Movement
IDN,2018,2018-10-17,250,Flood
MMR,2018,2018-02-05,5,Storm
MMR,2018,2018-02-06,2,Storm
MMR,2018,2018-02-15,14,Storm
MMR,2018,2018-02-23,14,Storm
MMR,2018,2018-02-27,5,Storm
NPL,2018,2018-07-18,34,Mass Movement
NPL,2018,2018-07-18,215,Mass Movement
NPL,2018,2018-07-12,228,Flood
MMR,2018,2018-01-01,91,Mass Movement
MMR,2018,2018-02-28,9,Storm
MMR,2018,2018-03-03,5,Storm
MMR,2018,2018-03-10,5,Flood
MMR,2018,2018-03-14,5,Storm
MMR,2018,2018-03-17,5,Flood
MMR,2018,2018-03-20,14,Storm
CHN,2018,2018-07-14,2300,Mass Movement
MMR,2018,2018-02-19,8,Mass Movement
MMR,2018,2018-03-12,1,Mass Movement
MYS,2018,2018-10-18,106,Flood
BGD,2018,2018-09-18,16,Mass Movement
MYS,2018,2018-10-22,20,Flood
LKA,2018,2018-05-13,39,Storm
KHM,2018,2018-08-11,5,Storm
CHN,2018,2018-07-29,3500,Storm
PHL,2018,2018-07-12,420,Storm
NPL,2018,2018-07-25,13,Mass Movement
NPL,2018,2018-07-01,90,Mass Movement
KHM,2018,2018-08-29,226,Flood
NPL,2018,2018-07-23,2933,Mass Movement
KHM,2018,2018-08-29,211,Flood
THA,2018,2018-07-28,261,Mass Movement
PAK,2018,2018-07-19,1000,Mass Movement
IDN,2018,2018-11-07,370,Flood
JPN,2018,2018-06-28,30250,Storm
KOR,2018,2018-06-28,15,Storm
NPL,2018,2018-08-01,30,Mass Movement
NPL,2018,2018-08-05,2,Mass Movement
NPL,2018,2018-08-07,43,Mass Movement
CHN,2018,2018-09-08,5000,Earthquake
VNM,2018,2018-07-24,4000,Flood
KHM,2018,2018-02-24,10,Storm
KHM,2018,2018-02-25,41,Storm
KHM,2018,2018-02-23,5,Storm
KHM,2018,2018-03-03,653,Storm
KHM,2018,2018-05-30,5,Storm
KHM,2018,2018-05-06,14,Storm
KHM,2018,2018-07-23,5,Storm
KHM,2018,2018-08-01,5,Storm
LKA,2018,2018-01-30,371,Mass Movement
LKA,2018,2018-02-25,9,Flood
LKA,2018,2018-02-27,292,Storm
LKA,2018,2018-04-08,11,Flood
LKA,2018,2018-02-28,1743,Storm
LKA,2018,2018-04-26,9,Mass Movement
LKA,2018,2018-04-27,13,Storm
CHN,2018,2018-08-13,33000,Earthquake
JPN,2018,2018-08-05,4800,Storm
CHN,2018,2018-07-22,2500,Flood
CHN,2018,2018-07-31,5500,Flood
CHN,2018,2018-08-11,600,Storm
CHN,2018,2018-07-22,5200,Storm
CHN,2018,2018-08-05,300,Storm
CHN,2018,2018-07-27,756,Storm
CHN,2018,2018-08-12,223000,Storm
IDN,2018,2018-07-25,28,Storm
IDN,2018,2018-07-21,7,Flood
IDN,2018,2018-07-25,160,Flood
IDN,2018,2018-07-26,136,Storm
IDN,2018,2018-08-01,167,Storm
JPN,2018,2018-08-15,22,Volcanic activity
JPN,2018,2018-08-08,2285,Storm
IDN,2018,2018-10-09,26,Flood
CHN,2018,2018-08-15,15000,Storm
PRK,2018,2018-08-15,58143,Storm
LAO,2018,2018-09-05,221,Mass Movement
MYS,2018,2018-10-09,864,Flood
PHL,2018,2018-08-25,7746,Storm
MYS,2018,2018-10-10,234,Flood
PAK,2018,2018-06-10,653,Flood
THA,2018,2018-08-03,138,Flood
VNM,2018,2018-08-18,54,Storm
THA,2018,2018-08-07,10,Mass Movement
THA,2018,2018-07-29,1600,Flood
IDN,2018,2018-08-30,307,Storm
JPN,2018,2018-08-21,12195,Storm
NPL,2018,2018-08-26,9,Mass Movement
NPL,2018,2018-08-29,86,Flood
IDN,2018,2018-08-28,40,Storm
CHN,2018,2018-08-19,3500,Storm
CHN,2018,2018-09-01,2000,Storm
NPL,2018,2018-08-25,581,Mass Movement
IDN,2018,2018-08-29,52,Storm
CHN,2018,2018-08-14,206900,Storm
IDN,2018,2018-08-29,1758,Flood
MYS,2018,2018-10-16,73,Flood
JPN,2018,2018-09-20,28362,Storm
JPN,2018,2018-09-06,11900,Earthquake
CHN,2018,2018-09-08,12000,Storm
CHN,2018,2018-09-05,100,Storm
IDN,2018,2018-09-04,4,Flood
CHN,2018,2018-09-01,900,Storm
CHN,2018,2018-09-04,3500,Earthquake
MYS,2018,2018-10-11,67,Flood
MYS,2018,2018-09-08,104,Flood
KOR,2018,2018-08-28,550,Storm
LAO,2018,2018-08-31,800,Flood
PHL,2018,2018-09-08,4,Earthquake
LKA,2018,2018-10-15,15,Mass Movement
IND,2018,2018-09-21,3703,Storm
IDN,2018,2018-07-29,445343,Earthquake
IDN,2018,2018-09-15,820,Flood
IDN,2018,2018-09-17,25,Storm
IDN,2018,2018-09-16,60,Storm
IDN,2018,2018-09-21,56,Storm
IDN,2018,2018-09-21,28,Storm
MYS,2018,2018-10-12,142,Flood
MYS,2018,2018-10-16,486,Flood
IDN,2018,2018-09-28,247900,Earthquake
THA,2018,2018-08-22,320,Flood
THA,2018,2018-09-03,39,Mass Movement
THA,2018,2018-09-05,96,Flood
THA,2018,2018-09-04,64,Flood
MYS,2018,2018-10-04,43,Flood
PHL,2018,2018-09-20,7358,Mass Movement
BGD,2018,2018-07-03,1260,Flood
BGD,2018,2018-04-17,84,Storm
MMR,2018,2018-04-28,14,Storm
IDN,2018,2018-09-26,42,Flood
IDN,2018,2018-10-01,170,Flood
MMR,2018,2018-10-02,83,Flood
CHN,2018,2018-10-12,400,Earthquake
KHM,2018,2018-10-03,5,Storm
IND,2018,2018-10-10,400336,Storm
KOR,2018,2018-09-28,470,Storm
MYS,2018,2018-10-04,13,Flood
IDN,2018,2018-10-11,740,Earthquake
IDN,2018,2018-10-11,833,Flood
LKA,2018,2018-09-06,4,Storm
LKA,2018,2018-09-23,14,Storm
PHL,2018,2018-10-23,13925,Flood
VNM,2018,2018-10-22,108,Flood
IDN,2018,2018-10-25,2500,Flood
LKA,2018,2018-09-28,11,Storm
IDN,2018,2018-10-17,297,Flood
LKA,2018,2018-09-10,14,Storm
LKA,2018,2018-09-25,140,Flood
LKA,2018,2018-09-27,4,Storm
LKA,2018,2018-09-29,83,Flood
MYS,2018,2018-11-11,107,Flood
LKA,2018,2018-10-03,58,Mass Movement
LKA,2018,2018-10-08,29,Storm
LKA,2018,2018-10-13,55,Mass Movement
LKA,2018,2018-10-11,4,Storm
IDN,2018,2018-11-06,10646,Earthquake
IDN,2018,2018-11-07,2000,Flood
IDN,2018,2018-11-03,300,Flood
IDN,2018,2018-11-07,100,Flood
IDN,2018,2018-11-06,74,Flood
IDN,2018,2018-11-06,10,Flood
LKA,2018,2018-11-01,4,Storm
MYS,2018,2018-11-07,107,Flood
MYS,2018,2018-11-06,42,Flood
MYS,2018,2018-11-06,38,Flood
MYS,2018,2018-11-13,75,Flood
MYS,2018,2018-11-14,77,Flood
LKA,2018,2018-10-06,15842,Flood
LKA,2018,2018-10-22,38,Mass Movement
LKA,2018,2018-10-21,120,Mass Movement
JPN,2018,2018-08-31,16000,Storm
IND,2018,2018-11-01,141,Mass Movement
VNM,2018,2018-11-18,2000,Storm
LKA,2018,2018-11-07,383,Flood
LKA,2018,2018-10-28,4,Storm
LKA,2018,2018-10-24,7,Storm
LKA,2018,2018-10-10,4,Storm
LKA,2018,2018-10-28,4,Mass Movement
LKA,2018,2018-10-23,7,Storm
LKA,2018,2018-10-21,14,Storm
LKA,2018,2018-11-01,4,Storm
LKA,2018,2018-11-09,70,Mass Movement
LKA,2018,2018-11-09,110,Storm
LKA,2018,2018-11-06,33,Flood
LKA,2018,2018-11-06,38,Storm
LKA,2018,2018-11-05,4,Storm
LKA,2018,2018-11-06,2546,Flood
LKA,2018,2018-11-08,9,Storm
CHN,2018,2018-08-03,500,Flood
LKA,2018,2018-11-01,210,Flood
CHN,2018,2018-08-26,140900,Storm
LKA,2018,2018-11-06,4,Storm
LKA,2018,2018-11-18,47,Flood
LKA,2018,2018-11-22,351,Flood
LKA,2018,2018-11-17,7,Storm
LKA,2018,2018-11-24,4,Storm
LKA,2018,2018-11-23,4,Storm
LKA,2018,2018-11-26,32,Storm
LKA,2018,2018-11-20,4,Storm
LKA,2018,2018-11-17,19,Storm
NPL,2018,2018-07-05,4,Mass Movement
NPL,2018,2018-07-08,9,Mass Movement
NPL,2018,2018-07-10,26,Mass Movement
NPL,2018,2018-07-12,13,Mass Movement
LKA,2018,2018-08-13,95,Storm
LKA,2018,2018-11-07,4,Storm
MYS,2018,2018-11-19,39,Flood
MYS,2018,2018-11-28,312,Flood
LKA,2018,2018-10-21,14,Mass Movement
LKA,2018,2018-11-08,552,Flood
LKA,2018,2018-10-20,30,Storm
LKA,2018,2018-10-13,20,Mass Movement
NPL,2018,2018-07-05,9,Storm
NPL,2018,2018-07-13,17,Mass Movement
NPL,2018,2018-07-09,13,Mass Movement
NPL,2018,2018-07-11,4,Mass Movement
NPL,2018,2018-07-14,22,Mass Movement
NPL,2018,2018-07-16,9,Flood
NPL,2018,2018-07-16,4,Mass Movement
IDN,2018,2018-11-30,74,Flood
IDN,2018,2018-12-01,11,Flood
MYS,2018,2018-11-19,27,Flood
NPL,2018,2018-08-15,13,Mass Movement
NPL,2018,2018-08-14,430,Mass Movement
NPL,2018,2018-08-15,11,Mass Movement
NPL,2018,2018-08-12,4,Mass Movement
MDV,2018,2018-12-05,20,Flood
MMR,2018,2018-03-10,23,Storm
MMR,2018,2018-03-14,3,Mass Movement
MMR,2018,2018-04-02,5,Storm
MMR,2018,2018-04-25,9,Storm
MMR,2018,2018-04-02,138,Storm
MMR,2018,2018-05-29,18,Storm
MMR,2018,2018-04-03,363,Storm
MMR,2018,2018-05-08,14,Storm
MMR,2018,2018-03-23,5,Flood
MMR,2018,2018-04-28,37,Mass Movement
MMR,2018,2018-03-12,5,Mass Movement
MMR,2018,2018-03-14,18,Storm
MMR,2018,2018-05-07,1996,Storm
MMR,2018,2018-05-09,248,Storm
MMR,2018,2018-04-03,69,Storm
MMR,2018,2018-05-01,18,Storm
MMR,2018,2018-05-04,345,Storm
NPL,2018,2018-07-20,4,Mass Movement
NPL,2018,2018-07-24,13,Flood
NPL,2018,2018-07-25,4,Flood
NPL,2018,2018-07-25,9,Mass Movement
NPL,2018,2018-07-06,4,Storm
NPL,2018,2018-07-09,4,Storm
NPL,2018,2018-07-26,4,Flood
NPL,2018,2018-07-27,4,Mass Movement
NPL,2018,2018-07-17,4,Mass Movement
NPL,2018,2018-07-18,4,Mass Movement
NPL,2018,2018-07-18,22,Flood
NPL,2018,2018-07-19,17,Mass Movement
