iso3,year,start_date,new_displacement,hazard_type_name
BGD,2013,2013-07-01,8400,Flood
BGD,2013,2013-06-01,14280,Flood
BGD,2013,2013-03-23,37149,Storm
BGD,2013,2013-05-16,1100000,Storm
CHN,2013,2013-07-09,200,Mass Movement
CHN,2013,2013-01-11,500,Mass Movement
CHN,2013,2013-12-16,2000,Earthquake
CHN,2013,2013-08-30,9000,Earthquake
CHN,2013,2013-04-17,11300,Earthquake
CHN,2013,2013-04-30,17200,Flood
CHN,2013,2013-05-26,19000,Flood
CHN,2013,2013-03-03,21000,Earthquake
CHN,2013,2013-11-22,45000,Earthquake
CHN,2013,2013-12-15,150000,Storm
CHN,2013,2013-11-11,181000,Storm
CHN,2013,2013-08-22,189800,Storm
CHN,2013,2013-07-22,226700,Earthquake
CHN,2013,2013-07-30,354000,Flood
CHN,2013,2013-07-13,500000,Storm
CHN,2013,2013-08-15,513000,Storm
CHN,2013,2013-09-22,586743,Storm
CHN,2013,2013-04-20,694800,Earthquake
CHN,2013,2013-10-07,826000,Storm
CHN,2013,2013-06-01,1576900,Flood
IDN,2013,2013-08-31,5,Flood
IDN,2013,2013-02-05,9,Flood
IDN,2013,2013-08-30,10,Flood
IDN,2013,2013-09-01,12,Flood
IDN,2013,2013-11-19,15,Flood
IDN,2013,2013-12-03,20,Flood
IDN,2013,2013-01-01,22,Flood
IDN,2013,2013-07-26,30,Flood
IDN,2013,2013-06-18,36,Flood
IDN,2013,2013-06-15,47,Flood
IDN,2013,2013-01-01,55,Flood
IDN,2013,2013-02-20,83,Flood
IDN,2013,2013-01-05,85,Flood
IDN,2013,2013-12-05,85,Flood
IDN,2013,2013-01-01,85,Flood
IDN,2013,2013-01-01,88,Flood
IDN,2013,2013-07-13,90,Flood
IDN,2013,2013-07-15,100,Flood
IDN,2013,2013-03-25,115,Mass Movement
IDN,2013,2013-04-09,120,Flood
IDN,2013,2013-04-15,130,Flood
IDN,2013,2013-12-10,141,Flood
IDN,2013,2013-01-01,155,Flood
IDN,2013,2013-07-24,165,Flood
IDN,2013,2013-11-19,190,Flood
IDN,2013,2013-11-15,200,Flood
IDN,2013,2013-12-08,230,Flood
IDN,2013,2013-07-25,238,Flood
IDN,2013,2013-01-27,250,Flood
IDN,2013,2013-07-26,285,Storm
IDN,2013,2013-01-01,300,Flood
IDN,2013,2013-01-01,317,Flood
IDN,2013,2013-11-07,323,Flood
IDN,2013,2013-05-03,350,Flood
IDN,2013,2013-10-05,365,Flood
IDN,2013,2013-05-10,385,Flood
IDN,2013,2013-08-09,400,Flood
IDN,2013,2013-09-04,400,Flood
IDN,2013,2013-10-01,429,Flood
IDN,2013,2013-06-01,448,Flood
IDN,2013,2013-12-16,500,Flood
IDN,2013,2013-03-04,526,Flood
IDN,2013,2013-01-01,590,Flood
IDN,2013,2013-01-01,600,Flood
IDN,2013,2013-05-10,645,Flood
IDN,2013,2013-05-03,750,Flood
IDN,2013,2013-04-12,784,Flood
IDN,2013,2013-03-02,800,Flood
IDN,2013,2013-04-28,810,Flood
IDN,2013,2013-02-26,978,Flood
IDN,2013,2013-02-20,1135,Flood
IDN,2013,2013-01-16,1268,Flood
IDN,2013,2013-01-05,1285,Flood
IDN,2013,2013-07-22,1459,Flood
IDN,2013,2013-02-03,2000,Volcanic activity
IDN,2013,2013-11-18,2000,Flood
IDN,2013,2013-12-16,2500,Flood
IDN,2013,2013-06-01,2500,Flood
IDN,2013,2013-01-16,2623,Flood
IDN,2013,2013-02-17,2660,Flood
IDN,2013,2013-01-01,2828,Flood
IDN,2013,2013-07-24,3136,Flood
IDN,2013,2013-02-18,3500,Flood
IDN,2013,2013-02-21,3625,Flood
IDN,2013,2013-07-28,3700,Flood
IDN,2013,2013-12-05,4140,Flood
IDN,2013,2013-03-16,4365,Flood
IDN,2013,2013-12-20,4490,Flood
IDN,2013,2013-02-14,4819,Flood
IDN,2013,2013-07-25,4850,Flood
IDN,2013,2013-04-19,5200,Earthquake
IDN,2013,2013-07-25,5234,Flood
IDN,2013,2013-06-01,5351,Flood
IDN,2013,2013-06-01,5802,Flood
IDN,2013,2013-09-15,6259,Volcanic activity
IDN,2013,2013-02-21,7000,Flood
IDN,2013,2013-07-04,7000,Flood
IDN,2013,2013-06-22,7500,Earthquake
IDN,2013,2013-07-16,8000,Flood
IDN,2013,2013-05-06,11000,Flood
IDN,2013,2013-05-04,14141,Flood
IDN,2013,2013-04-20,14557,Flood
IDN,2013,2013-12-30,17648,Flood
IDN,2013,2013-11-24,17713,Volcanic activity
IDN,2013,2013-12-30,19126,Volcanic activity
IDN,2013,2013-12-14,20000,Flood
IDN,2013,2013-06-01,46734,Flood
IDN,2013,2013-07-02,53403,Earthquake
IDN,2013,2013-01-17,83075,Storm
IND,2013,2013-11-21,20000,Storm
IND,2013,2013-11-27,26000,Storm
IND,2013,2013-05-01,56400,Earthquake
IND,2013,2013-10-12,1000000,Storm
IND,2013,2013-06-01,1042271,Flood
JPN,2013,2013-08-09,33,Flood
JPN,2013,2013-04-13,69,Earthquake
JPN,2013,2013-09-02,120,Storm
JPN,2013,2013-07-28,456,Flood
JPN,2013,2013-10-16,118309,Storm
JPN,2013,2013-09-13,520000,Storm
KHM,2013,2013-03-13,452,Storm
KHM,2013,2013-09-03,144044,Flood
KOR,2013,2013-03-01,1,Storm
KOR,2013,2013-07-18,1,Flood
KOR,2013,2013-06-17,1,Flood
KOR,2013,2013-07-30,1,Flood
KOR,2013,2013-08-23,5,Flood
KOR,2013,2013-08-29,12,Flood
KOR,2013,2013-07-02,16,Flood
KOR,2013,2013-08-10,33,Flood
KOR,2013,2013-07-07,59,Flood
KOR,2013,2013-07-04,66,Flood
KOR,2013,2013-06-28,113,Flood
KOR,2013,2013-09-13,154,Flood
KOR,2013,2013-08-06,670,Flood
KOR,2013,2013-07-11,1355,Flood
KOR,2013,2013-07-22,1746,Flood
LAO,2013,2013-08-19,450,Flood
LAO,2013,2013-06-24,1458,Storm
LAO,2013,2013-09-17,8000,Storm
LKA,2013,2013-11-21,19,Wildfire
LKA,2013,2013-03-07,20,Wildfire
LKA,2013,2013-12-15,21,Flood
LKA,2013,2013-09-10,47,Flood
LKA,2013,2013-08-31,64,Storm
LKA,2013,2013-06-02,75,Flood
LKA,2013,2013-05-24,78,Mass Movement
LKA,2013,2013-05-13,81,Mass Movement
LKA,2013,2013-10-04,122,Wildfire
LKA,2013,2013-07-01,443,Storm
LKA,2013,2013-06-08,1953,Storm
LKA,2013,2013-08-05,2972,Flood
LKA,2013,2013-02-13,14251,Flood
LKA,2013,2013-05-13,115000,Storm
LKA,2013,2013-01-05,189090,Flood
MMR,2013,2013-09-01,22000,Flood
MMR,2013,2013-10-28,50000,Flood
MMR,2013,2013-07-29,73000,Storm
MMR,2013,2013-05-14,78000,Storm
MYS,2013,2013-12-03,42626,Flood
NPL,2013,2013-06-01,12474,Flood
PAK,2013,2013-04-16,78000,Earthquake
PAK,2013,2013-07-01,123817,Flood
PAK,2013,2013-09-24,205619,Earthquake
PHL,2013,2013-11-05,27,Flood
PHL,2013,2013-05-29,40,Storm
PHL,2013,2013-04-27,45,Storm
PHL,2013,2013-12-11,53,Mass Movement
PHL,2013,2013-02-23,103,Mass Movement
PHL,2013,2013-11-04,148,Storm
PHL,2013,2013-06-27,220,Storm
PHL,2013,2013-02-17,702,Mass Movement
PHL,2013,2013-06-16,835,Storm
PHL,2013,2013-05-03,1075,Storm
PHL,2013,2013-06-01,2578,Earthquake
PHL,2013,2013-05-24,3487,Flood
PHL,2013,2013-01-08,7880,Storm
PHL,2013,2013-01-31,9465,Flood
PHL,2013,2013-01-06,9918,Storm
PHL,2013,2013-09-16,56172,Storm
PHL,2013,2013-08-18,64966,Storm
PHL,2013,2013-10-04,123548,Storm
PHL,2013,2013-08-09,129169,Storm
PHL,2013,2013-02-18,223134,Storm
PHL,2013,2013-10-15,348507,Earthquake
PHL,2013,2013-10-08,405965,Storm
PHL,2013,2013-08-18,1538878,Storm
PHL,2013,2013-11-08,4095280,Storm
PRK,2013,2013-01-15,23000,Flood
PRK,2013,2013-06-21,59000,Flood
THA,2013,2013-04-17,22,Storm
THA,2013,2013-09-11,96,Storm
THA,2013,2013-04-17,224,Storm
THA,2013,2013-04-02,492,Storm
THA,2013,2013-09-23,700,Flood
THA,2013,2013-10-09,1920,Flood
THA,2013,2013-11-20,9828,Flood
TLS,2013,2013-10-17,2,Mass Movement
TLS,2013,2013-06-30,5,Flood
TLS,2013,2013-03-15,5,Wildfire
TLS,2013,2013-04-04,5,Wildfire
TLS,2013,2013-10-16,5,Wildfire
TLS,2013,2013-06-28,5,Wildfire
TLS,2013,2013-05-18,5,Wildfire
TLS,2013,2013-07-03,5,Wildfire
TLS,2013,2013-05-05,5,Wildfire
TLS,2013,2013-05-26,5,Wildfire
TLS,2013,2013-03-31,5,Wildfire
TLS,2013,2013-01-17,5,Storm
TLS,2013,2013-01-07,5,Wildfire
TLS,2013,2013-03-04,5,Wildfire
TLS,2013,2013-03-04,5,Storm
TLS,2013,2013-06-19,11,Wildfire
TLS,2013,2013-01-09,11,Storm
TLS,2013,2013-04-15,16,Wildfire
TLS,2013,2013-03-13,16,Storm
TLS,2013,2013-10-28,22,Wildfire
TLS,2013,2013-05-15,22,Mass Movement
TLS,2013,2013-09-15,24,Flood
TLS,2013,2013-10-19,28,Wildfire
TLS,2013,2013-02-16,31,Flood
TLS,2013,2013-06-07,36,Flood
TLS,2013,2013-07-12,55,Flood
TLS,2013,2013-06-22,63,Flood
TLS,2013,2013-11-02,87,Wildfire
TLS,2013,2013-01-05,355,Flood
TLS,2013,2013-06-22,442,Flood
VNM,2013,2013-06-09,500,Flood
VNM,2013,2013-09-24,4000,Storm
VNM,2013,2013-11-14,20000,Storm
VNM,2013,2013-09-30,106238,Storm
VNM,2013,2013-10-15,109600,Storm
VNM,2013,2013-11-11,800000,Storm
BGD,2014,2014-04-27,1000,Storm
BGD,2014,2014-08-13,542000,Flood
BRN,2014,2014-01-23,51,Flood
CHN,2014,2014-08-27,231,Mass Movement
CHN,2014,2014-05-10,264,Flood
CHN,2014,2014-04-26,400,Flood
CHN,2014,2014-08-17,647,Earthquake
CHN,2014,2014-11-22,8200,Earthquake
CHN,2014,2014-06-25,9600,Flood
CHN,2014,2014-05-10,10000,Flood
CHN,2014,2014-04-18,12000,Flood
CHN,2014,2014-06-15,13000,Storm
CHN,2014,2014-03-28,17000,Flood
CHN,2014,2014-04-05,21000,Earthquake
CHN,2014,2014-05-10,54000,Flood
CHN,2014,2014-05-24,56000,Earthquake
CHN,2014,2014-10-07,58980,Earthquake
CHN,2014,2014-07-03,61000,Flood
CHN,2014,2014-02-12,85000,Earthquake
CHN,2014,2014-08-11,92600,Flood
CHN,2014,2014-08-31,121700,Flood
CHN,2014,2014-09-22,158000,Storm
CHN,2014,2014-08-03,236900,Earthquake
CHN,2014,2014-06-01,239000,Flood
CHN,2014,2014-09-16,252000,Storm
CHN,2014,2014-07-23,289000,Storm
CHN,2014,2014-06-18,337000,Flood
CHN,2014,2014-07-10,403000,Flood
CHN,2014,2014-05-08,447000,Storm
CHN,2014,2014-07-18,628000,Storm
IDN,2014,2014-11-26,2,Storm
IDN,2014,2014-02-20,2,Storm
IDN,2014,2014-03-07,4,Mass Movement
IDN,2014,2014-06-26,4,Mass Movement
IDN,2014,2014-05-07,6,Flood
IDN,2014,2014-03-15,8,Storm
IDN,2014,2014-11-25,11,Flood
IDN,2014,2014-02-21,12,Storm
IDN,2014,2014-12-07,12,Storm
IDN,2014,2014-04-27,13,Storm
IDN,2014,2014-11-09,13,Storm
IDN,2014,2014-12-22,15,Mass Movement
IDN,2014,2014-07-23,15,Mass Movement
IDN,2014,2014-11-27,15,Storm
IDN,2014,2014-06-26,20,Storm
IDN,2014,2014-12-23,20,Flood
IDN,2014,2014-01-06,25,Mass Movement
IDN,2014,2014-08-18,30,Mass Movement
IDN,2014,2014-12-08,30,Storm
IDN,2014,2014-03-25,37,Storm
IDN,2014,2014-10-07,45,Storm
IDN,2014,2014-01-17,50,Flood
IDN,2014,2014-07-07,50,Flood
IDN,2014,2014-01-23,62,Flood
IDN,2014,2014-03-07,65,Storm
IDN,2014,2014-02-23,75,Flood
IDN,2014,2014-08-16,90,Flood
IDN,2014,2014-11-19,96,Flood
IDN,2014,2014-07-12,96,Mass Movement
IDN,2014,2014-04-23,100,Storm
IDN,2014,2014-11-19,106,Storm
IDN,2014,2014-10-04,115,Flood
IDN,2014,2014-03-22,120,Flood
IDN,2014,2014-01-21,125,Mass Movement
IDN,2014,2014-11-13,132,Flood
IDN,2014,2014-12-19,153,Flood
IDN,2014,2014-08-10,160,Flood
IDN,2014,2014-03-03,160,Flood
IDN,2014,2014-11-07,163,Flood
IDN,2014,2014-12-23,165,Flood
IDN,2014,2014-12-27,171,Flood
IDN,2014,2014-05-12,198,Flood
IDN,2014,2014-11-21,200,Earthquake
IDN,2014,2014-12-27,200,Flood
IDN,2014,2014-11-22,200,Flood
IDN,2014,2014-08-27,215,Storm
IDN,2014,2014-11-13,216,Flood
IDN,2014,2014-03-21,234,Storm
IDN,2014,2014-04-16,235,Flood
IDN,2014,2014-12-18,250,Mass Movement
IDN,2014,2014-01-17,250,Flood
IDN,2014,2014-11-23,270,Flood
IDN,2014,2014-11-27,285,Mass Movement
IDN,2014,2014-08-18,375,Flood
IDN,2014,2014-06-11,393,Flood
IDN,2014,2014-11-25,400,Flood
IDN,2014,2014-02-22,425,Wildfire
IDN,2014,2014-08-15,440,Flood
IDN,2014,2014-03-25,442,Flood
IDN,2014,2014-02-15,456,Flood
IDN,2014,2014-01-06,467,Flood
IDN,2014,2014-01-15,480,Flood
IDN,2014,2014-07-10,499,Flood
IDN,2014,2014-06-03,515,Flood
IDN,2014,2014-06-26,530,Flood
IDN,2014,2014-12-16,589,Storm
IDN,2014,2014-08-09,618,Flood
IDN,2014,2014-03-28,631,Flood
IDN,2014,2014-05-12,643,Flood
IDN,2014,2014-03-29,650,Flood
IDN,2014,2014-11-24,676,Flood
IDN,2014,2014-04-14,700,Flood
IDN,2014,2014-12-31,721,Flood
IDN,2014,2014-01-20,912,Flood
IDN,2014,2014-01-10,925,Flood
IDN,2014,2014-02-19,1000,Mass Movement
IDN,2014,2014-02-02,1000,Flood
IDN,2014,2014-12-26,1041,Flood
IDN,2014,2014-11-20,1089,Flood
IDN,2014,2014-12-09,1092,Flood
IDN,2014,2014-01-30,1120,Storm
IDN,2014,2014-03-02,1217,Flood
IDN,2014,2014-12-22,1239,Flood
IDN,2014,2014-08-15,1247,Flood
IDN,2014,2014-01-09,1353,Flood
IDN,2014,2014-01-07,1365,Flood
IDN,2014,2014-03-16,1530,Flood
IDN,2014,2014-12-16,1631,Flood
IDN,2014,2014-01-29,2000,Flood
IDN,2014,2014-01-16,2000,Flood
IDN,2014,2014-01-06,2106,Flood
IDN,2014,2014-12-02,2188,Mass Movement
IDN,2014,2014-12-27,2345,Flood
IDN,2014,2014-04-14,2486,Flood
IDN,2014,2014-11-13,2640,Flood
IDN,2014,2014-02-01,3000,Flood
IDN,2014,2014-04-22,3533,Flood
IDN,2014,2014-06-17,3900,Flood
IDN,2014,2014-12-18,4375,Flood
IDN,2014,2014-02-22,4600,Flood
IDN,2014,2014-01-28,5279,Mass Movement
IDN,2014,2014-12-23,5829,Flood
IDN,2014,2014-10-29,6068,Flood
IDN,2014,2014-12-18,6087,Flood
IDN,2014,2014-01-07,6764,Flood
IDN,2014,2014-05-30,7463,Volcanic activity
IDN,2014,2014-02-23,7779,Flood
IDN,2014,2014-01-06,9030,Flood
IDN,2014,2014-12-27,15401,Flood
IDN,2014,2014-06-29,17452,Volcanic activity
IDN,2014,2014-12-19,22086,Flood
IDN,2014,2014-02-01,31739,Volcanic activity
IDN,2014,2014-01-01,33210,Volcanic activity
IDN,2014,2014-01-15,40000,Flood
IDN,2014,2014-11-01,50580,Flood
IDN,2014,2014-12-17,78474,Flood
IDN,2014,2014-01-12,80600,Flood
IDN,2014,2014-02-13,87629,Volcanic activity
IDN,2014,2014-01-14,165930,Flood
IDN,2014,2014-01-12,196729,Flood
IND,2014,2014-08-16,70,Flood
IND,2014,2014-07-21,200,Flood
IND,2014,2014-07-21,2000,Flood
IND,2014,2014-06-25,9528,Flood
IND,2014,2014-09-10,22289,Flood
IND,2014,2014-10-27,30000,Storm
IND,2014,2014-08-16,62400,Flood
IND,2014,2014-08-19,116129,Flood
IND,2014,2014-08-02,130000,Flood
IND,2014,2014-08-17,163052,Flood
IND,2014,2014-09-21,367006,Flood
IND,2014,2014-10-12,639271,Storm
IND,2014,2014-09-02,812000,Flood
IND,2014,2014-07-22,1073673,Flood
JPN,2014,2014-10-12,14,Storm
JPN,2014,2014-11-22,129,Earthquake
JPN,2014,2014-10-05,50000,Storm
JPN,2014,2014-07-07,87327,Storm
JPN,2014,2014-08-08,570000,Storm
KHM,2014,2014-08-02,82,Mass Movement
KHM,2014,2014-04-01,308,Storm
KHM,2014,2014-03-01,1541,Mass Movement
KHM,2014,2014-01-01,2631,Wildfire
KHM,2014,2014-08-01,27324,Storm
KHM,2014,2014-06-15,36693,Flood
KHM,2014,2014-08-01,82494,Flood
LAO,2014,2014-07-20,793,Flood
LKA,2014,2014-01-16,100,Flood
LKA,2014,2014-10-29,5700,Mass Movement
LKA,2014,2014-06-07,26000,Flood
LKA,2014,2014-12-01,120000,Flood
MMR,2014,2014-08-03,26,Storm
MMR,2014,2014-08-03,29,Storm
MMR,2014,2014-09-14,60,Mass Movement
MMR,2014,2014-07-13,87,Flood
MMR,2014,2014-07-19,103,Storm
MMR,2014,2014-07-28,118,Mass Movement
MMR,2014,2014-09-18,150,Flood
MMR,2014,2014-08-03,194,Storm
MMR,2014,2014-06-15,271,Mass Movement
MMR,2014,2014-08-01,290,Mass Movement
MMR,2014,2014-07-27,362,Storm
MMR,2014,2014-09-16,425,Flood
MMR,2014,2014-06-15,755,Mass Movement
MMR,2014,2014-09-03,804,Flood
MMR,2014,2014-07-19,957,Flood
MMR,2014,2014-08-02,1180,Flood
MMR,2014,2014-08-30,1225,Flood
MMR,2014,2014-08-24,3402,Flood
MMR,2014,2014-09-06,4109,Flood
MMR,2014,2014-09-11,4905,Storm
MMR,2014,2014-08-06,6464,Flood
MMR,2014,2014-07-12,8874,Flood
MMR,2014,2014-08-03,10242,Flood
MMR,2014,2014-07-01,36000,Flood
MYS,2014,2014-11-05,177,Flood
MYS,2014,2014-11-23,436,Flood
MYS,2014,2014-01-22,790,Flood
MYS,2014,2014-02-13,2448,Flood
MYS,2014,2014-10-04,4756,Flood
MYS,2014,2014-12-16,247104,Flood
NPL,2014,2014-08-14,34400,Flood
NPL,2014,2014-08-02,40000,Mass Movement
PAK,2014,2014-07-26,6,Flood
PAK,2014,2014-08-14,25,Flood
PAK,2014,2014-09-24,25,Flood
PAK,2014,2014-04-05,31,Flood
PAK,2014,2014-09-20,69,Flood
PAK,2014,2014-03-19,81,Storm
PAK,2014,2014-09-24,113,Flood
PAK,2014,2014-07-01,132,Flood
PAK,2014,2014-08-22,132,Flood
PAK,2014,2014-06-04,144,Flood
PAK,2014,2014-07-14,176,Flood
PAK,2014,2014-09-24,220,Flood
PAK,2014,2014-08-02,409,Flood
PAK,2014,2014-09-05,428,Flood
PAK,2014,2014-07-27,441,Flood
PAK,2014,2014-09-01,466,Flood
PAK,2014,2014-05-19,516,Flood
PAK,2014,2014-01-19,560,Earthquake
PAK,2014,2014-08-29,1266,Flood
PAK,2014,2014-10-29,11365,Earthquake
PAK,2014,2014-09-30,13822,Flood
PAK,2014,2014-09-01,740150,Flood
PHL,2014,2014-08-30,729,Flood
PHL,2014,2014-03-19,1650,Flood
PHL,2014,2014-08-05,6495,Storm
PHL,2014,2014-11-26,7276,Flood
PHL,2014,2014-01-30,18131,Storm
PHL,2014,2014-10-07,46000,Storm
PHL,2014,2014-09-19,50000,Volcanic activity
PHL,2014,2014-09-12,77431,Storm
PHL,2014,2014-12-29,155671,Storm
PHL,2014,2014-09-19,206368,Storm
PHL,2014,2014-01-17,400000,Storm
PHL,2014,2014-12-06,1823176,Storm
PHL,2014,2014-07-15,2994054,Storm
THA,2014,2014-04-01,3,Storm
THA,2014,2014-10-08,192,Flood
THA,2014,2014-05-15,320,Storm
THA,2014,2014-10-22,640,Flood
THA,2014,2014-11-11,640,Flood
THA,2014,2014-03-14,678,Storm
THA,2014,2014-11-10,1000,Flood
THA,2014,2014-04-28,1184,Storm
THA,2014,2014-03-19,1488,Storm
THA,2014,2014-03-14,1558,Storm
THA,2014,2014-09-07,1600,Flood
THA,2014,2014-06-01,1632,Storm
THA,2014,2014-04-07,3200,Storm
THA,2014,2014-05-01,5120,Storm
THA,2014,2014-12-18,7900,Flood
TLS,2014,2014-04-05,5,Wildfire
TLS,2014,2014-10-03,5,Wildfire
TLS,2014,2014-03-27,5,Wildfire
TLS,2014,2014-08-01,5,Wildfire
TLS,2014,2014-05-18,5,Wildfire
TLS,2014,2014-05-05,5,Wildfire
TLS,2014,2014-02-01,5,Wildfire
TLS,2014,2014-04-26,5,Wildfire
TLS,2014,2014-04-05,5,Wildfire
TLS,2014,2014-03-14,5,Storm
TLS,2014,2014-01-23,5,Wildfire
TLS,2014,2014-10-10,5,Wildfire
TLS,2014,2014-10-07,5,Wildfire
TLS,2014,2014-09-29,5,Wildfire
TLS,2014,2014-09-19,5,Wildfire
TLS,2014,2014-09-16,5,Storm
TLS,2014,2014-09-15,5,Wildfire
TLS,2014,2014-09-13,5,Storm
TLS,2014,2014-09-08,5,Wildfire
TLS,2014,2014-09-08,5,Wildfire
TLS,2014,2014-09-06,5,Wildfire
TLS,2014,2014-09-05,5,Storm
TLS,2014,2014-08-30,5,Wildfire
TLS,2014,2014-08-28,5,Wildfire
TLS,2014,2014-08-21,5,Wildfire
TLS,2014,2014-08-20,5,Wildfire
TLS,2014,2014-08-18,5,Wildfire
TLS,2014,2014-08-09,5,Wildfire
TLS,2014,2014-08-01,5,Wildfire
TLS,2014,2014-07-27,5,Wildfire
TLS,2014,2014-07-26,5,Wildfire
TLS,2014,2014-07-19,5,Wildfire
TLS,2014,2014-07-19,5,Wildfire
TLS,2014,2014-03-23,5,Wildfire
TLS,2014,2014-01-27,5,Wildfire
TLS,2014,2014-07-14,5,Wildfire
TLS,2014,2014-07-03,5,Wildfire
TLS,2014,2014-07-03,5,Storm
TLS,2014,2014-06-19,5,Storm
TLS,2014,2014-06-16,5,Wildfire
TLS,2014,2014-10-03,11,Wildfire
TLS,2014,2014-09-21,11,Wildfire
TLS,2014,2014-01-23,11,Storm
TLS,2014,2014-08-09,11,Wildfire
TLS,2014,2014-08-09,11,Wildfire
TLS,2014,2014-01-23,11,Wildfire
TLS,2014,2014-10-03,16,Wildfire
TLS,2014,2014-08-06,16,Wildfire
TLS,2014,2014-10-08,22,Wildfire
TLS,2014,2014-09-19,22,Wildfire
TLS,2014,2014-10-03,28,Wildfire
TLS,2014,2014-09-02,33,Wildfire
TLS,2014,2014-01-17,117,Storm
TLS,2014,2014-09-13,464,Wildfire
TLS,2014,2014-06-28,550,Storm
TLS,2014,2014-03-10,795,Wildfire
VNM,2014,2014-01-01,200,Flood
VNM,2014,2014-08-13,295,Flood
VNM,2014,2014-09-10,1555,Flood
VNM,2014,2014-11-29,5400,Storm
VNM,2014,2014-07-19,5500,Storm
VNM,2014,2014-09-16,55000,Storm
BGD,2015,2015-04-25,100,Earthquake
BGD,2015,2015-08-18,8400,Flood
BGD,2015,2015-04-05,95201,Storm
BGD,2015,2015-06-17,96398,Flood
BGD,2015,2015-07-30,331000,Storm
BTN,2015,2015-04-04,2851,Storm
CHN,2015,2015-11-13,81,Mass Movement
CHN,2015,2015-10-03,1251,Storm
CHN,2015,2015-03-30,2536,Earthquake
CHN,2015,2015-11-01,5900,Flood
CHN,2015,2015-04-25,6000,Earthquake
CHN,2015,2015-07-21,8200,Storm
CHN,2015,2015-05-27,8800,Storm
CHN,2015,2015-07-03,9000,Earthquake
CHN,2015,2015-04-18,12000,Flood
CHN,2015,2015-03-01,12000,Earthquake
CHN,2015,2015-04-03,12100,Storm
CHN,2015,2015-05-20,28500,Flood
CHN,2015,2015-06-22,40000,Storm
CHN,2015,2015-07-09,56000,Storm
CHN,2015,2015-08-16,57000,Flood
CHN,2015,2015-06-25,297800,Storm
CHN,2015,2015-07-20,306000,Flood
CHN,2015,2015-05-01,518000,Flood
CHN,2015,2015-09-29,559200,Storm
CHN,2015,2015-08-09,562000,Storm
CHN,2015,2015-07-11,1100000,Storm
IDN,2015,2015-07-25,3,Earthquake
IDN,2015,2015-03-23,3,Storm
IDN,2015,2015-01-30,4,Mass Movement
IDN,2015,2015-03-04,4,Storm
IDN,2015,2015-06-20,4,Mass Movement
IDN,2015,2015-06-19,4,Flood
IDN,2015,2015-11-14,5,Storm
IDN,2015,2015-02-07,5,Mass Movement
IDN,2015,2015-05-05,5,Mass Movement
IDN,2015,2015-01-30,5,Storm
IDN,2015,2015-06-04,8,Storm
IDN,2015,2015-08-25,8,Storm
IDN,2015,2015-06-20,9,Mass Movement
IDN,2015,2015-04-21,10,Flood
IDN,2015,2015-11-25,10,Storm
IDN,2015,2015-04-06,10,Mass Movement
IDN,2015,2015-11-08,10,Storm
IDN,2015,2015-10-31,10,Storm
IDN,2015,2015-05-03,10,Storm
IDN,2015,2015-05-16,11,Flood
IDN,2015,2015-02-15,11,Storm
IDN,2015,2015-02-10,13,Mass Movement
IDN,2015,2015-12-13,14,Mass Movement
IDN,2015,2015-02-07,15,Flood
IDN,2015,2015-06-01,15,Storm
IDN,2015,2015-12-03,15,Storm
IDN,2015,2015-01-18,17,Flood
IDN,2015,2015-07-12,19,Storm
IDN,2015,2015-03-01,20,Mass Movement
IDN,2015,2015-12-16,20,Flood
IDN,2015,2015-01-12,21,Mass Movement
IDN,2015,2015-01-18,22,Flood
IDN,2015,2015-12-31,25,Flood
IDN,2015,2015-12-12,25,Mass Movement
IDN,2015,2015-12-09,25,Flood
IDN,2015,2015-12-13,27,Flood
IDN,2015,2015-03-07,29,Mass Movement
IDN,2015,2015-12-01,30,Mass Movement
IDN,2015,2015-04-14,30,Storm
IDN,2015,2015-06-08,30,Mass Movement
IDN,2015,2015-12-04,32,Mass Movement
IDN,2015,2015-03-15,32,Mass Movement
IDN,2015,2015-07-14,33,Mass Movement
IDN,2015,2015-11-29,40,Storm
IDN,2015,2015-05-05,50,Mass Movement
IDN,2015,2015-02-01,50,Mass Movement
IDN,2015,2015-02-06,51,Flood
IDN,2015,2015-12-17,53,Flood
IDN,2015,2015-06-04,53,Flood
IDN,2015,2015-11-25,55,Flood
IDN,2015,2015-12-09,55,Flood
IDN,2015,2015-05-05,65,Flood
IDN,2015,2015-04-12,70,Flood
IDN,2015,2015-06-08,71,Storm
IDN,2015,2015-11-03,75,Mass Movement
IDN,2015,2015-12-01,77,Flood
IDN,2015,2015-03-11,79,Storm
IDN,2015,2015-11-29,85,Flood
IDN,2015,2015-01-09,85,Flood
IDN,2015,2015-07-26,86,Storm
IDN,2015,2015-01-23,91,Storm
IDN,2015,2015-12-21,97,Flood
IDN,2015,2015-07-31,106,Mass Movement
IDN,2015,2015-05-09,115,Flood
IDN,2015,2015-03-31,119,Flood
IDN,2015,2015-05-14,125,Flood
IDN,2015,2015-06-14,136,Flood
IDN,2015,2015-12-03,150,Flood
IDN,2015,2015-01-04,175,Mass Movement
IDN,2015,2015-09-25,200,Earthquake
IDN,2015,2015-06-08,200,Flood
IDN,2015,2015-05-05,203,Mass Movement
IDN,2015,2015-04-13,211,Flood
IDN,2015,2015-04-14,212,Flood
IDN,2015,2015-01-21,229,Flood
IDN,2015,2015-01-20,238,Mass Movement
