iso3,year,Gender Inequality Index,Gross National Income Per Capita,Income Inequality,Life Expectancy at Birth,Country,population_density,infant_mortality_rate,employment_rate,total_displacement,Drought,Earthquake,Erosion,Extreme Temperature,Flood,Mass Movement,Storm,Volcanic activity,Wave action,Wildfire,total_events,log_population_density,log_infant_mortality_rate,log_Gross National Income Per Capita,log_total_displacement
BGD,2013,0.578,4932.186405,30.74995804,69.487,Bangladesh,1202.52086502266,32.7,54.649,1159829.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,7.093006594025614,3.517497837358316,8.50374038787031,13.963784000618656
BGD,2014,0.569,5205.479375,30.74995804,70.016,Bangladesh,1213.52791733886,31.4,54.308,543000.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,7.102110734871212,3.4781584227982836,8.557659162567694,13.204866440535003
BGD,2015,0.563,5582.619597,30.74995804,70.543,Bangladesh,1224.42328493508,30.0,53.972,531099.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,5.0,7.111041602016586,3.4339872044851463,8.627592518375263,13.18270560641049
BGD,2016,0.557,5987.015851,35.71949768,71.075,Bangladesh,1235.3993393255,28.6,53.65,613710.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,7.119958675904454,3.3877743613300146,8.697515392663604,13.327279412283689
BGD,2017,0.541,6228.122571,35.71949768,71.606,Bangladesh,1245.95641852962,27.4,55.778,946119.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,7.0,7.12846099601527,3.3463891451671604,8.736990762536866,13.76012468988354
BGD,2018,0.532,6641.699214,35.71949768,72.122,Bangladesh,1256.22726434662,26.3,56.339,77788.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,0.0,0.0,0.0,11.0,7.136663991250957,3.3068867021909143,8.801273668000963,11.261755311995426
BGD,2019,0.52,7092.492311,35.71949768,72.625,Bangladesh,1266.90523930245,25.4,56.868,4083940.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,8.0,7.145121399793248,3.2733640101522705,8.866933066801357,15.22257301154138
BGD,2020,0.5,7256.570492,35.71949768,71.421,Bangladesh,1277.54493354844,24.9,56.598,4443088.0,0.0,0.0,0.0,0.0,2.0,5.0,5.0,0.0,0.0,0.0,12.0,7.153477939634528,3.254242968705492,8.88980040883818,15.306860413227659
BGD,2021,0.494,7754.226262,35.71949768,71.103,Bangladesh,1287.99918568026,24.5,57.925,98770.0,0.0,0.0,0.0,0.0,8.0,3.0,2.0,0.0,0.0,0.0,13.0,7.16162137119365,3.2386784521643803,8.956122251458392,11.500559318382662
BGD,2022,0.487,8114.366836,35.94155502,74.265,Bangladesh,1300.36002610164,24.4,59.031,1523951.0,0.0,0.0,6.0,0.0,8.0,7.0,3.0,0.0,0.0,0.0,24.0,7.171165170515399,3.2347491740244907,9.001514683609678,14.236817518669724
BGD,2023,0.487,8497.658639,35.94155502,74.672,Bangladesh,1319.17979689183,24.4,58.987,1790885.0,0.0,0.0,10.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,16.0,7.185523216071246,3.2347491740244907,9.047663622849075,14.398221027425711
BRN,2013,0.44325,85387.9719,11.19643116,74.854,Brunei Darussalam,78.026944971537,8.4,61.779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.369788869903042,2.2407096892759584,11.354972236777641,0.0
BRN,2014,0.3994999999999999,83238.48088,11.19643116,74.862,Brunei Darussalam,79.0796963946869,8.5,61.421,51.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.383022343724639,2.2512917986064953,11.329477044063328,3.9512437185814275
BRN,2015,0.35575,86007.92843,11.19643116,74.88,Brunei Darussalam,80.1161290322581,8.5,60.608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.395881819673935,2.2512917986064953,11.362206388800319,0.0
BRN,2016,0.312,84318.95836,12.12374306,74.905,Brunei Darussalam,81.1316888045541,8.6,59.811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.408323920118973,2.2617630984737906,11.342373869942051,0.0
BRN,2017,0.286,83858.37553,12.12374306,74.943,Brunei Darussalam,82.1199240986717,8.6,59.118,94.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.420284433636942,2.2617630984737906,11.336896574119399,4.553876891600541
BRN,2018,0.286,79230.72402,12.12374306,74.992,Brunei Darussalam,83.0759013282732,8.6,60.653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.431719978095461,2.2617630984737906,11.280132053409536,0.0
BRN,2019,0.286,83229.96799,12.12374306,75.049,Brunei Darussalam,84.0,8.5,60.517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.442651256490317,2.2512917986064953,11.329374768974084,0.0
BRN,2020,0.276,83430.85014,12.12374306,75.114,Brunei Darussalam,84.896394686907,8.5,59.292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.453141857060588,2.2512917986064953,11.331785411606129,0.0
BRN,2021,0.272,79872.07039,12.12374306,74.869,Brunei Darussalam,85.715559772296,8.4,60.761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.462633334492744,2.2407096892759584,11.288194033516355,0.0
BRN,2022,0.276,75362.43696,12.12374306,72.917,Brunei Darussalam,86.4079696394687,8.3,60.756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.470586464310595,2.2300144001592104,11.23007751542895,0.0
BRN,2023,0.257,75826.87338,12.12374306,75.327,Brunei Darussalam,87.0870967741936,8.2,60.668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.478326061082779,2.2192034840549946,11.236221226728338,0.0
BTN,2013,0.43,10324.26436,39.1293335,70.161,Bhutan,19.0275467639111,26.5,63.426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9971086640893594,3.3141860046725258,9.242349021375551,0.0
BTN,2014,0.404,10781.65184,39.1293335,70.504,Bhutan,19.2339113781252,25.4,60.963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0073599779246063,3.2733640101522705,9.285693810500288,0.0
BTN,2015,0.385,11365.18601,39.1293335,70.797,Bhutan,19.4301230422121,24.4,61.593,2851.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0170104314355797,3.2347491740244907,9.338398087199135,7.955775781534187
BTN,2016,0.363,12043.98898,39.1293335,71.119,Bhutan,19.6063863255034,23.4,61.258,638.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0256010435517022,3.1945831322991562,9.396404000146104,6.459904454377535
BTN,2017,0.347,12334.453,37.95978928,71.413,Bhutan,19.7759804949664,22.6,60.889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0337975355347466,3.1612467120315646,9.420232753056043,0.0
BTN,2018,0.277,12637.89661,37.95978928,71.711,Bhutan,19.920267435763,21.8,60.506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0407184228512922,3.126760535960395,9.44453437037789,0.0
BTN,2019,0.265,13305.30091,37.95978928,72.005,Bhutan,20.0530676455165,21.1,64.559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.047046280889061,3.095577608523707,9.495992954656076,0.0
BTN,2020,0.266,12182.50475,37.95978928,72.253,Bhutan,20.1889355007866,20.3,64.415,120.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,3.053479135095104,3.0587070727153796,9.407838246178278,4.795790545596741
BTN,2021,0.266,12664.17093,37.95978928,72.448,Bhutan,20.3314630309386,19.8,65.775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.060183120423533,3.0349529867072724,9.44661105859421,0.0
BTN,2022,0.283,13334.54642,28.57549095,72.754,Bhutan,20.4749344520189,19.1,59.342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0668864155731765,3.0007198150650303,9.498188412154558,0.0
BTN,2023,0.278,13842.80353,28.57549095,72.975,Bhutan,20.6183796539067,18.5,62.962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0735438627746112,2.970414465569701,9.535593012946933,0.0
CHN,2013,0.217,12724.80478,31.42461777,76.452,China,145.207643927049,9.7,66.751,5924143.0,0.0,7.0,0.0,0.0,4.0,2.0,7.0,0.0,0.0,0.0,20.0,4.985027829991658,2.3702437414678603,9.451387083426765,15.594546761974462
CHN,2014,0.21,13714.12598,28.86303139,76.714,China,146.125816729087,8.9,66.425,3611522.0,0.0,7.0,0.0,0.0,13.0,1.0,6.0,0.0,0.0,0.0,27.0,4.991288116824757,2.2925347571405443,9.526254588892769,15.099640124997686
CHN,2015,0.202,14505.20493,30.35230637,76.975,China,146.977949259981,8.2,66.078,3602368.0,0.0,4.0,0.0,0.0,6.0,1.0,10.0,0.0,0.0,0.0,21.0,4.997063271177166,2.2192034840549946,9.582331763081255,15.097102242558277
CHN,2016,0.192,15406.83992,30.80799866,77.214,China,147.822641376791,7.6,65.739,7434305.0,0.0,8.0,0.0,1.0,26.0,2.0,16.0,0.0,0.0,0.0,53.0,5.002755270614127,2.151762203259462,9.642631744575837,15.821615791219797
CHN,2017,0.181,16439.18921,31.23165894,77.235,China,148.720043543977,7.0,65.295,4463319.0,0.0,13.0,0.0,0.0,48.0,7.0,41.0,0.0,0.0,0.0,109.0,5.00876717387226,2.0794415416798357,9.707484177668029,15.311403441690825
CHN,2018,0.163,17412.53887,31.73748016,77.709,China,149.417194545073,6.4,64.887,4032786.0,0.0,7.0,0.0,5.0,13.0,4.0,52.0,0.0,0.0,0.0,81.0,5.0134127304137515,2.0014800002101243,9.765003278619893,15.209968258178609
CHN,2019,0.159,18413.61937,30.69449997,77.94,China,149.948179684945,6.0,64.307,4033553.0,0.0,9.0,0.0,0.0,27.0,6.0,19.0,0.0,0.0,2.0,63.0,5.016936597020481,1.9459101490553132,9.82090015910269,15.210158431146084
CHN,2020,0.154,18683.02015,30.56137848,78.019,China,150.305542803154,5.5,62.678,5074039.0,0.0,4.0,0.0,0.0,12.0,9.0,10.0,0.0,0.0,1.0,36.0,5.01930125464512,1.8718021769015913,9.835423900084272,15.439647902437056
CHN,2021,0.145,20264.56554,30.2875576,78.117,China,150.439753691066,5.1,64.056,6037150.0,0.0,5.0,0.0,0.0,31.0,6.0,9.0,0.0,0.0,0.0,51.0,5.020187880454063,1.8082887711792655,9.916678445902223,15.613442769889147
